"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"1020517","32","text","0","0","1020520","0-0","s14","",""
"3400","70","single-stim","0","1","1024926","0-0","s14","img/Slide07.png",""
"1429","70","single-stim","1","2","1026757","0-0","s14","img/Slide27.png",""
"3646","70","single-stim","2","3","1030805","0-0","s14","img/Slide13.png",""
"1327","70","single-stim","3","4","1032533","0-0","s14","img/Slide04.png",""
"2045","70","single-stim","4","5","1034981","0-0","s14","img/Slide04.png",""
"2335","70","single-stim","5","6","1037717","0-0","s14","img/Slide30.png",""
"3815","74","single-stim","6","7","1041933","0-0","s14","img/Slide27.png",""
"1606","74","single-stim","7","8","1043941","0-0","s14","img/Slide18.png",""
"1190","74","single-stim","8","9","1045532","0-0","s14","img/Slide23.png",""
"1694","74","single-stim","9","10","1047628","0-0","s14","img/Slide09.png",""
"2390","70","single-stim","10","11","1050420","0-0","s14","img/Slide30.png",""
"2278","70","single-stim","11","12","1053100","0-0","s14","img/Slide07.png",""
"1302","70","single-stim","12","13","1054804","0-0","s14","img/Slide28.png",""
"1558","74","single-stim","13","14","1056764","0-0","s14","img/Slide19.png",""
"1087","70","single-stim","14","15","1058252","0-0","s14","img/Slide15.png",""
"2134","70","single-stim","15","16","1060788","0-0","s14","img/Slide15.png",""
"1310","70","single-stim","16","17","1062500","0-0","s14","img/Slide28.png",""
"998","70","single-stim","17","18","1063900","0-0","s14","img/Slide03.png",""
"1190","70","single-stim","18","19","1065492","0-0","s14","img/Slide29.png",""
"1070","70","single-stim","19","20","1066964","0-0","s14","img/Slide13.png",""
"926","70","single-stim","20","21","1068292","0-0","s14","img/Slide30.png",""
"974","74","single-stim","21","22","1069668","0-0","s14","img/Slide23.png",""
"999","74","single-stim","22","23","1071068","0-0","s14","img/Slide17.png",""
"975","70","single-stim","23","24","1072444","0-0","s14","img/Slide29.png",""
"1007","74","single-stim","24","25","1073852","0-0","s14","img/Slide18.png",""
"949","70","single-stim","25","26","1075204","0-0","s14","img/Slide12.png",""
"1838","70","single-stim","26","27","1077444","0-0","s14","img/Slide28.png",""
"918","70","single-stim","27","28","1078763","0-0","s14","img/Slide30.png",""
"1086","70","single-stim","28","29","1080251","0-0","s14","img/Slide08.png",""
"1014","70","single-stim","29","30","1081667","0-0","s14","img/Slide09.png",""
"926","74","single-stim","30","31","1082995","0-0","s14","img/Slide24.png",""
"934","70","single-stim","31","32","1084331","0-0","s14","img/Slide15.png",""
"959","74","single-stim","32","33","1085692","0-0","s14","img/Slide24.png",""
"926","74","single-stim","33","34","1087019","0-0","s14","img/Slide23.png",""
"1511","74","single-stim","34","35","1088931","0-0","s14","img/Slide17.png",""
