"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"5485771","70","text","0","0","5485774","0-0","s11","",""
"4968","70","single-stim","0","1","5491748","0-0","s11","img/Slide14.png",""
"3285","70","single-stim","1","2","5495436","0-0","s11","img/Slide07.png",""
"4062","70","single-stim","2","3","5499899","0-0","s11","img/Slide10.png",""
"1374","70","single-stim","3","4","5501675","0-0","s11","img/Slide02.png",""
"4774","74","single-stim","4","5","5506851","0-0","s11","img/Slide30.png",""
"2518","74","single-stim","5","6","5509771","0-0","s11","img/Slide25.png",""
"2783","74","single-stim","6","7","5512955","0-0","s11","img/Slide15.png",""
"983","70","single-stim","7","8","5514339","0-0","s11","img/Slide04.png",""
"1469","74","single-stim","8","9","5516211","0-0","s11","img/Slide20.png",""
"2678","74","single-stim","9","10","5519290","0-0","s11","img/Slide20.png",""
"2406","74","single-stim","10","11","5522099","0-0","s11","img/Slide20.png",""
"1894","74","single-stim","11","12","5524394","0-0","s11","img/Slide27.png",""
"1111","70","single-stim","12","13","5525906","0-0","s11","img/Slide05.png",""
"974","74","single-stim","13","14","5527282","0-0","s11","img/Slide22.png",""
"1262","74","single-stim","14","15","5528946","0-0","s11","img/Slide27.png",""
"3398","74","single-stim","15","16","5532746","0-0","s11","img/Slide07.png",""
"2063","74","single-stim","16","17","5535210","0-0","s11","img/Slide28.png",""
"1638","70","single-stim","17","18","5537250","0-0","s11","img/Slide03.png",""
"1742","70","single-stim","18","19","5539394","0-0","s11","img/Slide03.png",""
"2294","74","single-stim","19","20","5542090","0-0","s11","img/Slide08.png",""
"2334","74","single-stim","20","21","5544826","0-0","s11","img/Slide19.png",""
"3237","74","single-stim","21","22","5548466","0-0","s11","img/Slide28.png",""
"2094","74","single-stim","22","23","5550961","0-0","s11","img/Slide29.png",""
"1582","74","single-stim","23","24","5552945","0-0","s11","img/Slide18.png",""
"3318","74","single-stim","24","25","5556665","0-0","s11","img/Slide10.png",""
"1070","74","single-stim","25","26","5558137","0-0","s11","img/Slide07.png",""
"2847","74","single-stim","26","27","5561385","0-0","s11","img/Slide20.png",""
"1094","74","single-stim","27","28","5562881","0-0","s11","img/Slide29.png",""
"806","74","single-stim","28","29","5564089","0-0","s11","img/Slide25.png",""
"1766","74","single-stim","29","30","5566257","0-0","s11","img/Slide08.png",""
"1366","74","single-stim","30","31","5568025","0-0","s11","img/Slide19.png",""
"1590","74","single-stim","31","32","5570017","0-0","s11","img/Slide19.png",""
"2295","74","single-stim","32","33","5572713","0-0","s11","img/Slide13.png",""
"2102","74","single-stim","33","34","5575217","0-0","s11","img/Slide19.png",""
"1366","74","single-stim","34","35","5576984","0-0","s11","img/Slide23.png",""
"2854","74","single-stim","35","36","5580241","0-0","s11","img/Slide14.png",""
"1710","74","single-stim","36","37","5582352","0-0","s11","img/Slide24.png",""
"2510","74","single-stim","37","38","5585264","0-0","s11","img/Slide17.png",""
"1998","74","single-stim","38","39","5587664","0-0","s11","img/Slide17.png",""
"1406","70","single-stim","39","40","5589472","0-0","s11","img/Slide05.png",""
"1326","74","single-stim","40","41","5591200","0-0","s11","img/Slide18.png",""
"2447","74","single-stim","41","42","5594048","0-0","s11","img/Slide27.png",""
"998","70","single-stim","42","43","5595448","0-0","s11","img/Slide02.png",""
"2262","74","single-stim","43","44","5598112","0-0","s11","img/Slide28.png",""
"1454","74","single-stim","44","45","5599968","0-0","s11","img/Slide12.png",""
"1230","70","single-stim","45","46","5601600","0-0","s11","img/Slide04.png",""
"1662","74","single-stim","46","47","5603664","0-0","s11","img/Slide20.png",""
"2950","74","single-stim","47","48","5607016","0-0","s11","img/Slide09.png",""
"1014","70","single-stim","48","49","5608432","0-0","s11","img/Slide05.png",""
"2046","70","single-stim","49","50","5610879","0-0","s11","img/Slide03.png",""
"1231","74","single-stim","50","51","5612511","0-0","s11","img/Slide13.png",""
"1110","74","single-stim","51","52","5614023","0-0","s11","img/Slide12.png",""
"3278","74","single-stim","52","53","5617703","0-0","s11","img/Slide09.png",""
"2838","74","single-stim","53","54","5620943","0-0","s11","img/Slide10.png",""
"1022","70","single-stim","54","55","5622367","0-0","s11","img/Slide04.png",""
"1335","74","single-stim","55","56","5624103","0-0","s11","img/Slide29.png",""
"1151","74","single-stim","56","57","5625655","0-0","s11","img/Slide08.png",""
"1038","74","single-stim","57","58","5627095","0-0","s11","img/Slide17.png",""
"2670","74","single-stim","58","59","5630167","0-0","s11","img/Slide25.png",""
"1254","74","single-stim","59","60","5631823","0-0","s11","img/Slide22.png",""
"1031","74","single-stim","60","61","5633255","0-0","s11","img/Slide18.png",""
"1086","74","single-stim","61","62","5634743","0-0","s11","img/Slide27.png",""
"2782","74","single-stim","62","63","5637927","0-0","s11","img/Slide29.png",""
"1286","74","single-stim","63","64","5639615","0-0","s11","img/Slide19.png",""
"1310","70","single-stim","64","65","5641327","0-0","s11","img/Slide03.png",""
"797","74","single-stim","65","66","5642527","0-0","s11","img/Slide12.png",""
"1406","74","single-stim","66","67","5644334","0-0","s11","img/Slide23.png",""
"1334","74","single-stim","67","68","5646070","0-0","s11","img/Slide24.png",""
"1182","74","single-stim","68","69","5647654","0-0","s11","img/Slide25.png",""
"1886","74","single-stim","69","70","5649942","0-0","s11","img/Slide25.png",""
"1046","74","single-stim","70","71","5651390","0-0","s11","img/Slide14.png",""
"974","74","single-stim","71","72","5652766","0-0","s11","img/Slide30.png",""
"1590","74","single-stim","72","73","5654758","0-0","s11","img/Slide09.png",""
"1031","70","single-stim","73","74","5656190","0-0","s11","img/Slide04.png",""
"918","74","single-stim","74","75","5657510","0-0","s11","img/Slide15.png",""
"990","70","single-stim","75","76","5658902","0-0","s11","img/Slide05.png",""
"751","74","single-stim","76","77","5660054","0-0","s11","img/Slide17.png",""
"742","74","single-stim","77","78","5661198","0-0","s11","img/Slide24.png",""
"726","74","single-stim","78","79","5662326","0-0","s11","img/Slide22.png",""
"1278","74","single-stim","79","80","5664006","0-0","s11","img/Slide12.png",""
"1598","74","single-stim","80","81","5666006","0-0","s11","img/Slide15.png",""
"622","74","single-stim","81","82","5667030","0-0","s11","img/Slide14.png",""
"678","74","single-stim","82","83","5668110","0-0","s11","img/Slide13.png",""
"1238","74","single-stim","83","84","5669750","0-0","s11","img/Slide07.png",""
"766","74","single-stim","84","85","5670918","0-0","s11","img/Slide14.png",""
"1358","70","single-stim","85","86","5672678","0-0","s11","img/Slide02.png",""
"951","74","single-stim","86","87","5674030","0-0","s11","img/Slide30.png",""
"894","74","single-stim","87","88","5675325","0-0","s11","img/Slide09.png",""
"814","70","single-stim","88","89","5676541","0-0","s11","img/Slide04.png",""
"854","74","single-stim","89","90","5677797","0-0","s11","img/Slide28.png",""
"1815","74","single-stim","90","91","5680013","0-0","s11","img/Slide24.png",""
"654","74","single-stim","91","92","5681069","0-0","s11","img/Slide22.png",""
"622","70","single-stim","92","93","5682093","0-0","s11","img/Slide02.png",""
"726","74","single-stim","93","94","5683221","0-0","s11","img/Slide24.png",""
"782","74","single-stim","94","95","5684405","0-0","s11","img/Slide18.png",""
"1206","74","single-stim","95","96","5686013","0-0","s11","img/Slide23.png",""
"886","74","single-stim","96","97","5687301","0-0","s11","img/Slide28.png",""
"734","74","single-stim","97","98","5688437","0-0","s11","img/Slide15.png",""
"967","74","single-stim","98","99","5689805","0-0","s11","img/Slide29.png",""
"846","70","single-stim","99","100","5691053","0-0","s11","img/Slide02.png",""
"1294","74","single-stim","100","101","5692749","0-0","s11","img/Slide07.png",""
"1006","74","single-stim","101","102","5694157","0-0","s11","img/Slide17.png",""
"1583","74","single-stim","102","103","5696141","0-0","s11","img/Slide13.png",""
"1391","70","single-stim","103","104","5697933","0-0","s11","img/Slide03.png",""
"782","74","single-stim","104","105","5699117","0-0","s11","img/Slide27.png",""
"942","74","single-stim","105","106","5700460","0-0","s11","img/Slide18.png",""
"1038","74","single-stim","106","107","5701900","0-0","s11","img/Slide08.png",""
"902","70","single-stim","107","108","5703205","0-0","s11","img/Slide05.png",""
"710","74","single-stim","108","109","5704316","0-0","s11","img/Slide23.png",""
"782","74","single-stim","109","110","5705500","0-0","s11","img/Slide22.png",""
"1054","74","single-stim","110","111","5706956","0-0","s11","img/Slide13.png",""
"2198","74","single-stim","111","112","5709556","0-0","s11","img/Slide10.png",""
"926","74","single-stim","112","113","5710884","0-0","s11","img/Slide30.png",""
"983","74","single-stim","113","114","5712268","0-0","s11","img/Slide23.png",""
"670","74","single-stim","114","115","5713340","0-0","s11","img/Slide15.png",""
"775","74","single-stim","115","116","5714516","0-0","s11","img/Slide12.png",""
"846","74","single-stim","116","117","5715764","0-0","s11","img/Slide10.png",""
"846","74","single-stim","117","118","5717012","0-0","s11","img/Slide08.png",""
"2190","74","single-stim","118","119","5719604","0-0","s11","img/Slide09.png",""
"838","74","single-stim","119","120","5720844","0-0","s11","img/Slide30.png",""
"93377","","survey-text","0","121","5814626","0-0","s11","","{""Q0"":""Initially yes, trying to figure out how to define \""biggest.\"" After I decided biggest meant all of the red dots were bigger than blue it became easier."",""Q1"":""When all of the red dots were larger than all of the blue dots."",""Q2"":""""}"
"16155","49","single-stim","0","122","5831784","0-0","s11","<p style=""font-size:30px; text-align:center"">Thanks for participating!</p>",""
