"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"5540547","32","text","0","0","5540550","0-0","s21","",""
"4417","70","single-stim","0","1","5545972","0-0","s21","img/Slide30.png",""
"3668","70","single-stim","1","2","5550044","0-0","s21","img/Slide09.png",""
"3173","70","single-stim","2","3","5553619","0-0","s21","img/Slide13.png",""
"4518","70","single-stim","3","4","5558539","0-0","s21","img/Slide05.png",""
"3014","70","single-stim","4","5","5561955","0-0","s21","img/Slide30.png",""
"1230","70","single-stim","5","6","5563587","0-0","s21","img/Slide29.png",""
"1182","70","single-stim","6","7","5565171","0-0","s21","img/Slide14.png",""
"1974","74","single-stim","7","8","5567547","0-0","s21","img/Slide23.png",""
"1030","70","single-stim","8","9","5568979","0-0","s21","img/Slide08.png",""
"1270","74","single-stim","9","10","5570651","0-0","s21","img/Slide20.png",""
"1478","74","single-stim","10","11","5572531","0-0","s21","img/Slide18.png",""
"1126","74","single-stim","11","12","5574059","0-0","s21","img/Slide19.png",""
"1174","74","single-stim","12","13","5575635","0-0","s21","img/Slide19.png",""
"1063","70","single-stim","13","14","5577099","0-0","s21","img/Slide10.png",""
"1135","74","single-stim","14","15","5578635","0-0","s21","img/Slide24.png",""
"1950","70","single-stim","15","16","5580987","0-0","s21","img/Slide15.png",""
"1462","70","single-stim","16","17","5582850","0-0","s21","img/Slide07.png",""
"3390","70","single-stim","17","18","5586642","0-0","s21","img/Slide13.png",""
"1390","74","single-stim","18","19","5588434","0-0","s21","img/Slide24.png",""
"774","70","single-stim","19","20","5589610","0-0","s21","img/Slide10.png",""
"1398","70","single-stim","20","21","5591410","0-0","s21","img/Slide13.png",""
"3302","70","single-stim","21","22","5595114","0-0","s21","img/Slide12.png",""
"1750","70","single-stim","22","23","5597266","0-0","s21","img/Slide07.png",""
"662","70","single-stim","23","24","5598330","0-0","s21","img/Slide15.png",""
"1046","70","single-stim","24","25","5599778","0-0","s21","img/Slide12.png",""
"782","70","single-stim","25","26","5600962","0-0","s21","img/Slide27.png",""
"719","70","single-stim","26","27","5602082","0-0","s21","img/Slide05.png",""
"1143","70","single-stim","27","28","5603626","0-0","s21","img/Slide03.png",""
"1559","74","single-stim","28","29","5605586","0-0","s21","img/Slide24.png",""
"670","70","single-stim","29","30","5606658","0-0","s21","img/Slide09.png",""
"559","70","single-stim","30","31","5607618","0-0","s21","img/Slide30.png",""
"486","70","single-stim","31","32","5608506","0-0","s21","img/Slide10.png",""
"583","70","single-stim","32","33","5609490","0-0","s21","img/Slide27.png",""
"798","70","single-stim","33","34","5610690","0-0","s21","img/Slide29.png",""
"591","74","single-stim","34","35","5611682","0-0","s21","img/Slide25.png",""
"678","70","single-stim","35","36","5612762","0-0","s21","img/Slide15.png",""
"687","70","single-stim","36","37","5613849","0-0","s21","img/Slide02.png",""
"838","74","single-stim","37","38","5615089","0-0","s21","img/Slide22.png",""
"726","74","single-stim","38","39","5616217","0-0","s21","img/Slide24.png",""
"614","70","single-stim","39","40","5617233","0-0","s21","img/Slide08.png",""
"646","70","single-stim","40","41","5618281","0-0","s21","img/Slide02.png",""
"734","74","single-stim","41","42","5619417","0-0","s21","img/Slide19.png",""
"1126","70","single-stim","42","43","5620945","0-0","s21","img/Slide07.png",""
"654","74","single-stim","43","44","5622001","0-0","s21","img/Slide17.png",""
"743","70","single-stim","44","45","5623145","0-0","s21","img/Slide05.png",""
"998","74","single-stim","45","46","5624545","0-0","s21","img/Slide17.png",""
"639","70","single-stim","46","47","5625585","0-0","s21","img/Slide30.png",""
"678","74","single-stim","47","48","5626665","0-0","s21","img/Slide17.png",""
"1478","70","single-stim","48","49","5628545","0-0","s21","img/Slide04.png",""
"854","70","single-stim","49","50","5629801","0-0","s21","img/Slide27.png",""
"894","74","single-stim","50","51","5631097","0-0","s21","img/Slide22.png",""
"2174","74","single-stim","51","52","5633673","0-0","s21","img/Slide18.png",""
"2774","74","single-stim","52","53","5636849","0-0","s21","img/Slide23.png",""
"1551","70","single-stim","53","54","5638801","0-0","s21","img/Slide14.png",""
"1029","70","single-stim","54","55","5640233","0-0","s21","img/Slide27.png",""
"1910","70","single-stim","55","56","5642544","0-0","s21","img/Slide14.png",""
"542","74","single-stim","56","57","5643489","0-0","s21","img/Slide25.png",""
"2342","70","single-stim","57","58","5646232","0-0","s21","img/Slide13.png",""
"702","70","single-stim","58","59","5647336","0-0","s21","img/Slide15.png",""
"1006","70","single-stim","59","60","5648744","0-0","s21","img/Slide08.png",""
"550","74","single-stim","60","61","5649696","0-0","s21","img/Slide20.png",""
"582","70","single-stim","61","62","5650680","0-0","s21","img/Slide29.png",""
"638","70","single-stim","62","63","5651720","0-0","s21","img/Slide14.png",""
"542","70","single-stim","63","64","5652664","0-0","s21","img/Slide15.png",""
"710","74","single-stim","64","65","5653777","0-0","s21","img/Slide23.png",""
"741","70","single-stim","65","66","5654920","0-0","s21","img/Slide27.png",""
"734","74","single-stim","66","67","5656056","0-0","s21","img/Slide22.png",""
"934","70","single-stim","67","68","5657392","0-0","s21","img/Slide08.png",""
"463","70","single-stim","68","69","5658256","0-0","s21","img/Slide10.png",""
"966","70","single-stim","69","70","5659624","0-0","s21","img/Slide13.png",""
"542","74","single-stim","70","71","5660568","0-0","s21","img/Slide17.png",""
"822","74","single-stim","71","72","5661792","0-0","s21","img/Slide25.png",""
"598","74","single-stim","72","73","5662792","0-0","s21","img/Slide25.png",""
"630","70","single-stim","73","74","5663824","0-0","s21","img/Slide03.png",""
"806","70","single-stim","74","75","5665032","0-0","s21","img/Slide05.png",""
"822","70","single-stim","75","76","5666256","0-0","s21","img/Slide07.png",""
"687","70","single-stim","76","77","5667344","0-0","s21","img/Slide04.png",""
"735","70","single-stim","77","78","5668480","0-0","s21","img/Slide03.png",""
"558","70","single-stim","78","79","5669440","0-0","s21","img/Slide02.png",""
"544","70","single-stim","79","80","5670384","0-0","s21","img/Slide10.png",""
"534","70","single-stim","80","81","5671320","0-0","s21","img/Slide29.png",""
"950","70","single-stim","81","82","5672671","0-0","s21","img/Slide12.png",""
"646","70","single-stim","82","83","5673720","0-0","s21","img/Slide28.png",""
"590","74","single-stim","83","84","5674711","0-0","s21","img/Slide19.png",""
"534","74","single-stim","84","85","5675647","0-0","s21","img/Slide17.png",""
"542","70","single-stim","85","86","5676592","0-0","s21","img/Slide04.png",""
"1398","70","single-stim","86","87","5678391","0-0","s21","img/Slide14.png",""
"2118","70","single-stim","87","88","5680911","0-0","s21","img/Slide09.png",""
"910","74","single-stim","88","89","5682223","0-0","s21","img/Slide20.png",""
"614","74","single-stim","89","90","5683239","0-0","s21","img/Slide18.png",""
"518","74","single-stim","90","91","5684159","0-0","s21","img/Slide25.png",""
"726","70","single-stim","91","92","5685287","0-0","s21","img/Slide08.png",""
"726","70","single-stim","92","93","5686415","0-0","s21","img/Slide03.png",""
"1183","70","single-stim","93","94","5687999","0-0","s21","img/Slide09.png",""
"750","74","single-stim","94","95","5689151","0-0","s21","img/Slide23.png",""
"1014","70","single-stim","95","96","5690567","0-0","s21","img/Slide29.png",""
"1134","74","single-stim","96","97","5692103","0-0","s21","img/Slide19.png",""
"862","70","single-stim","97","98","5693367","0-0","s21","img/Slide04.png",""
"807","74","single-stim","98","99","5694575","0-0","s21","img/Slide23.png",""
"710","70","single-stim","99","100","5695687","0-0","s21","img/Slide05.png",""
"478","70","single-stim","100","101","5696567","0-0","s21","img/Slide02.png",""
"590","70","single-stim","101","102","5697559","0-0","s21","img/Slide09.png",""
"542","70","single-stim","102","103","5698503","0-0","s21","img/Slide02.png",""
"614","70","single-stim","103","104","5699519","0-0","s21","img/Slide12.png",""
"989","74","single-stim","104","105","5700911","0-0","s21","img/Slide18.png",""
"1567","74","single-stim","105","106","5702879","0-0","s21","img/Slide24.png",""
"526","74","single-stim","106","107","5703807","0-0","s21","img/Slide22.png",""
"590","70","single-stim","107","108","5704798","0-0","s21","img/Slide28.png",""
"582","74","single-stim","108","109","5705782","0-0","s21","img/Slide22.png",""
"782","74","single-stim","109","110","5706966","0-0","s21","img/Slide20.png",""
"782","70","single-stim","110","111","5708150","0-0","s21","img/Slide04.png",""
"750","74","single-stim","111","112","5709302","0-0","s21","img/Slide18.png",""
"910","70","single-stim","112","113","5710614","0-0","s21","img/Slide03.png",""
"671","74","single-stim","113","114","5711686","0-0","s21","img/Slide20.png",""
"1222","70","single-stim","114","115","5713310","0-0","s21","img/Slide07.png",""
"606","70","single-stim","115","116","5714318","0-0","s21","img/Slide28.png",""
"646","70","single-stim","116","117","5715366","0-0","s21","img/Slide12.png",""
"566","70","single-stim","117","118","5716334","0-0","s21","img/Slide28.png",""
"550","70","single-stim","118","119","5717286","0-0","s21","img/Slide28.png",""
"606","70","single-stim","119","120","5718294","0-0","s21","img/Slide30.png",""
"76001","","survey-text","0","121","5794701","0-0","s21","","{""Q0"":""No, just comparing the size of dots "",""Q1"":""the largest dot is indeed red. "",""Q2"":""but since the sentence use plural for dots, not exactly sure  ""}"
"21884","49","single-stim","0","122","5817587","0-0","s21","<p style=""font-size:30px; text-align:center"">Thanks for participating!</p>",""
