"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"1618984","32","text","0","0","1618987","0-0","s19","",""
"3920","70","single-stim","0","1","1623913","0-0","s19","img/Slide03.png",""
"5837","74","single-stim","1","2","1630153","0-0","s19","img/Slide28.png",""
"3181","74","single-stim","2","3","1633736","0-0","s19","img/Slide24.png",""
"4255","74","single-stim","3","4","1638392","0-0","s19","img/Slide17.png",""
"2655","70","single-stim","4","5","1641448","0-0","s19","img/Slide02.png",""
"4110","74","single-stim","5","6","1645960","0-0","s19","img/Slide12.png",""
"6790","74","single-stim","6","7","1653152","0-0","s19","img/Slide10.png",""
"3798","70","single-stim","7","8","1657352","0-0","s19","img/Slide29.png",""
"5862","70","single-stim","8","9","1663616","0-0","s19","img/Slide27.png",""
"2150","74","single-stim","9","10","1666168","0-0","s19","img/Slide22.png",""
"3222","74","single-stim","10","11","1669792","0-0","s19","img/Slide12.png",""
"2486","74","single-stim","11","12","1672680","0-0","s19","img/Slide25.png",""
"2174","70","single-stim","12","13","1675256","0-0","s19","img/Slide05.png",""
"1367","70","single-stim","13","14","1677024","0-0","s19","img/Slide05.png",""
"1911","74","single-stim","14","15","1679336","0-0","s19","img/Slide20.png",""
"2118","74","single-stim","15","16","1681856","0-0","s19","img/Slide09.png",""
"1822","74","single-stim","16","17","1684080","0-0","s19","img/Slide08.png",""
"1582","74","single-stim","17","18","1686064","0-0","s19","img/Slide25.png",""
"2446","70","single-stim","18","19","1688912","0-0","s19","img/Slide28.png",""
"1950","70","single-stim","19","20","1691264","0-0","s19","img/Slide29.png",""
"2119","74","single-stim","20","21","1693784","0-0","s19","img/Slide10.png",""
"2102","70","single-stim","21","22","1696288","0-0","s19","img/Slide04.png",""
"1310","74","single-stim","22","23","1698000","0-0","s19","img/Slide22.png",""
"1622","74","single-stim","23","24","1700024","0-0","s19","img/Slide14.png",""
"2206","74","single-stim","24","25","1702633","0-0","s19","img/Slide10.png",""
"2942","74","single-stim","25","26","1705976","0-0","s19","img/Slide09.png",""
"1190","70","single-stim","26","27","1707568","0-0","s19","img/Slide02.png",""
"1238","74","single-stim","27","28","1709208","0-0","s19","img/Slide15.png",""
"2438","74","single-stim","28","29","1712048","0-0","s19","img/Slide07.png",""
"1734","74","single-stim","29","30","1714184","0-0","s19","img/Slide20.png",""
"2910","74","single-stim","30","31","1717496","0-0","s19","img/Slide17.png",""
"1703","74","single-stim","31","32","1719600","0-0","s19","img/Slide13.png",""
"983","74","single-stim","32","33","1720984","0-0","s19","img/Slide19.png",""
"2550","74","single-stim","33","34","1723936","0-0","s19","img/Slide08.png",""
"2046","74","single-stim","34","35","1726384","0-0","s19","img/Slide08.png",""
"1167","74","single-stim","35","36","1727952","0-0","s19","img/Slide24.png",""
"1734","74","single-stim","36","37","1730088","0-0","s19","img/Slide09.png",""
"1534","74","single-stim","37","38","1732024","0-0","s19","img/Slide13.png",""
"1302","74","single-stim","38","39","1733728","0-0","s19","img/Slide18.png",""
"1342","70","single-stim","39","40","1735472","0-0","s19","img/Slide03.png",""
"1382","70","single-stim","40","41","1737256","0-0","s19","img/Slide27.png",""
"2102","74","single-stim","41","42","1739760","0-0","s19","img/Slide07.png",""
"1334","74","single-stim","42","43","1741496","0-0","s19","img/Slide22.png",""
"1318","74","single-stim","43","44","1743216","0-0","s19","img/Slide25.png",""
"1350","70","single-stim","44","45","1744968","0-0","s19","img/Slide02.png",""
"1694","70","single-stim","45","46","1747064","0-0","s19","img/Slide28.png",""
"2950","74","single-stim","46","47","1750416","0-0","s19","img/Slide19.png",""
"798","74","single-stim","47","48","1751616","0-0","s19","img/Slide24.png",""
"1270","74","single-stim","48","49","1753288","0-0","s19","img/Slide13.png",""
"1110","70","single-stim","49","50","1754800","0-0","s19","img/Slide29.png",""
"1006","74","single-stim","50","51","1756208","0-0","s19","img/Slide23.png",""
"831","74","single-stim","51","52","1757440","0-0","s19","img/Slide23.png",""
"1334","74","single-stim","52","53","1759176","0-0","s19","img/Slide08.png",""
"1999","74","single-stim","53","54","1761576","0-0","s19","img/Slide09.png",""
"719","74","single-stim","54","55","1762696","0-0","s19","img/Slide25.png",""
"1278","70","single-stim","55","56","1764376","0-0","s19","img/Slide03.png",""
"1110","70","single-stim","56","57","1765888","0-0","s19","img/Slide28.png",""
"2638","74","single-stim","57","58","1768928","0-0","s19","img/Slide12.png",""
"1598","74","single-stim","58","59","1770928","0-0","s19","img/Slide20.png",""
"1814","74","single-stim","59","60","1773144","0-0","s19","img/Slide15.png",""
"1078","70","single-stim","60","61","1774624","0-0","s19","img/Slide02.png",""
"1342","74","single-stim","61","62","1776368","0-0","s19","img/Slide17.png",""
"2590","70","single-stim","62","63","1779360","0-0","s19","img/Slide03.png",""
"1983","74","single-stim","63","64","1781744","0-0","s19","img/Slide07.png",""
"2502","74","single-stim","64","65","1784649","0-0","s19","img/Slide14.png",""
"790","74","single-stim","65","66","1785841","0-0","s19","img/Slide23.png",""
"1942","74","single-stim","66","67","1788184","0-0","s19","img/Slide08.png",""
"679","74","single-stim","67","68","1789264","0-0","s19","img/Slide23.png",""
"1486","74","single-stim","68","69","1791152","0-0","s19","img/Slide10.png",""
"630","74","single-stim","69","70","1792184","0-0","s19","img/Slide22.png",""
"926","70","single-stim","70","71","1793512","0-0","s19","img/Slide04.png",""
"934","74","single-stim","71","72","1794848","0-0","s19","img/Slide17.png",""
"1103","74","single-stim","72","73","1796352","0-0","s19","img/Slide17.png",""
"1182","74","single-stim","73","74","1797936","0-0","s19","img/Slide15.png",""
"999","70","single-stim","74","75","1799336","0-0","s19","img/Slide05.png",""
"918","70","single-stim","75","76","1800656","0-0","s19","img/Slide30.png",""
"1062","74","single-stim","76","77","1802120","0-0","s19","img/Slide07.png",""
"974","74","single-stim","77","78","1803496","0-0","s19","img/Slide15.png",""
"2110","74","single-stim","78","79","1806008","0-0","s19","img/Slide18.png",""
"1758","70","single-stim","79","80","1808168","0-0","s19","img/Slide27.png",""
"1790","70","single-stim","80","81","1810360","0-0","s19","img/Slide03.png",""
"1966","74","single-stim","81","82","1812728","0-0","s19","img/Slide13.png",""
"1214","74","single-stim","82","83","1814344","0-0","s19","img/Slide19.png",""
"1718","70","single-stim","83","84","1816464","0-0","s19","img/Slide29.png",""
"1486","74","single-stim","84","85","1818352","0-0","s19","img/Slide09.png",""
"966","74","single-stim","85","86","1819720","0-0","s19","img/Slide23.png",""
"1566","74","single-stim","86","87","1821688","0-0","s19","img/Slide20.png",""
"750","74","single-stim","87","88","1822840","0-0","s19","img/Slide24.png",""
"1231","74","single-stim","88","89","1824472","0-0","s19","img/Slide18.png",""
"1118","74","single-stim","89","90","1825992","0-0","s19","img/Slide24.png",""
"1439","74","single-stim","90","91","1827832","0-0","s19","img/Slide10.png",""
"1359","74","single-stim","91","92","1829592","0-0","s19","img/Slide18.png",""
"1126","74","single-stim","92","93","1831120","0-0","s19","img/Slide19.png",""
"998","70","single-stim","93","94","1832520","0-0","s19","img/Slide29.png",""
"1599","74","single-stim","94","95","1834520","0-0","s19","img/Slide14.png",""
"1278","74","single-stim","95","96","1836200","0-0","s19","img/Slide07.png",""
"902","70","single-stim","96","97","1837504","0-0","s19","img/Slide05.png",""
"974","70","single-stim","97","98","1838880","0-0","s19","img/Slide04.png",""
"1382","74","single-stim","98","99","1840664","0-0","s19","img/Slide20.png",""
"1574","74","single-stim","99","100","1842640","0-0","s19","img/Slide13.png",""
"1046","70","single-stim","100","101","1844088","0-0","s19","img/Slide04.png",""
"1270","70","single-stim","101","102","1845760","0-0","s19","img/Slide27.png",""
"1542","70","single-stim","102","103","1847704","0-0","s19","img/Slide15.png",""
"870","70","single-stim","103","104","1848976","0-0","s19","img/Slide28.png",""
"766","70","single-stim","104","105","1850144","0-0","s19","img/Slide30.png",""
"846","70","single-stim","105","106","1851392","0-0","s19","img/Slide04.png",""
"694","70","single-stim","106","107","1852488","0-0","s19","img/Slide30.png",""
"814","70","single-stim","107","108","1853704","0-0","s19","img/Slide02.png",""
"1430","74","single-stim","108","109","1855536","0-0","s19","img/Slide25.png",""
"910","74","single-stim","109","110","1856848","0-0","s19","img/Slide22.png",""
"1558","74","single-stim","110","111","1858808","0-0","s19","img/Slide19.png",""
"1862","74","single-stim","111","112","1861072","0-0","s19","img/Slide12.png",""
"1006","70","single-stim","112","113","1862480","0-0","s19","img/Slide30.png",""
"1606","74","single-stim","113","114","1864488","0-0","s19","img/Slide14.png",""
"1094","74","single-stim","114","115","1865984","0-0","s19","img/Slide12.png",""
"830","70","single-stim","115","116","1867216","0-0","s19","img/Slide30.png",""
"2846","74","single-stim","116","117","1870464","0-0","s19","img/Slide18.png",""
