"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"2214448","32","text","0","0","2214451","0-0","s16","",""
"3544","74","single-stim","0","1","2219001","0-0","s16","img/Slide19.png",""
"2149","70","single-stim","1","2","2221553","0-0","s16","img/Slide08.png",""
"1342","70","single-stim","2","3","2223296","0-0","s16","img/Slide05.png",""
"1414","74","single-stim","3","4","2225112","0-0","s16","img/Slide22.png",""
"1822","70","single-stim","4","5","2227336","0-0","s16","img/Slide10.png",""
"1566","70","single-stim","5","6","2229304","0-0","s16","img/Slide30.png",""
"1574","70","single-stim","6","7","2231280","0-0","s16","img/Slide04.png",""
"1406","70","single-stim","7","8","2233088","0-0","s16","img/Slide15.png",""
"974","70","single-stim","8","9","2234464","0-0","s16","img/Slide29.png",""
"934","70","single-stim","9","10","2235800","0-0","s16","img/Slide02.png",""
"1470","74","single-stim","10","11","2237672","0-0","s16","img/Slide17.png",""
"3750","74","single-stim","11","12","2241824","0-0","s16","img/Slide22.png",""
"1350","70","single-stim","12","13","2243576","0-0","s16","img/Slide28.png",""
"831","70","single-stim","13","14","2244808","0-0","s16","img/Slide05.png",""
"799","74","single-stim","14","15","2246008","0-0","s16","img/Slide17.png",""
"645","70","single-stim","15","16","2247056","0-0","s16","img/Slide27.png",""
"1886","74","single-stim","16","17","2249344","0-0","s16","img/Slide25.png",""
"1222","74","single-stim","17","18","2250968","0-0","s16","img/Slide23.png",""
"701","70","single-stim","18","19","2252071","0-0","s16","img/Slide30.png",""
"542","70","single-stim","19","20","2253015","0-0","s16","img/Slide28.png",""
"669","74","single-stim","20","21","2254087","0-0","s16","img/Slide17.png",""
"558","70","single-stim","21","22","2255047","0-0","s16","img/Slide07.png",""
"590","74","single-stim","22","23","2256039","0-0","s16","img/Slide20.png",""
"574","70","single-stim","23","24","2257015","0-0","s16","img/Slide22.png",""
"4366","74","single-stim","24","25","2261783","0-0","s16","img/Slide24.png",""
"2335","70","single-stim","25","26","2264519","0-0","s16","img/Slide09.png",""
"1518","70","single-stim","26","27","2266439","0-0","s16","img/Slide12.png",""
"1239","70","single-stim","27","28","2268079","0-0","s16","img/Slide13.png",""
"838","70","single-stim","28","29","2269319","0-0","s16","img/Slide30.png",""
"654","70","single-stim","29","30","2270375","0-0","s16","img/Slide05.png",""
"631","70","single-stim","30","31","2271407","0-0","s16","img/Slide07.png",""
"502","70","single-stim","31","32","2272311","0-0","s16","img/Slide08.png",""
