"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"2579754","32","text","0","0","2579757","0-0","s15","",""
"1537","70","single-stim","0","1","2582299","0-0","s15","img/Slide08.png",""
"1549","70","single-stim","1","2","2584250","0-0","s15","img/Slide09.png",""
"1142","70","single-stim","2","3","2585794","0-0","s15","img/Slide28.png",""
"1558","70","single-stim","3","4","2587754","0-0","s15","img/Slide07.png",""
"1823","74","single-stim","4","5","2589978","0-0","s15","img/Slide22.png",""
"1663","74","single-stim","5","6","2592042","0-0","s15","img/Slide09.png",""
"1551","74","single-stim","6","7","2593993","0-0","s15","img/Slide30.png",""
"1494","74","single-stim","7","8","2595889","0-0","s15","img/Slide23.png",""
"1150","70","single-stim","8","9","2597441","0-0","s15","img/Slide10.png",""
"1118","70","single-stim","9","10","2598961","0-0","s15","img/Slide04.png",""
"919","74","single-stim","10","11","2600281","0-0","s15","img/Slide22.png",""
"1270","74","single-stim","11","12","2601953","0-0","s15","img/Slide24.png",""
"926","70","single-stim","12","13","2603281","0-0","s15","img/Slide05.png",""
"966","74","single-stim","13","14","2604649","0-0","s15","img/Slide20.png",""
"790","70","single-stim","14","15","2605841","0-0","s15","img/Slide30.png",""
"1006","70","single-stim","15","16","2607249","0-0","s15","img/Slide07.png",""
"1214","70","single-stim","16","17","2608865","0-0","s15","img/Slide10.png",""
"1127","70","single-stim","17","18","2610393","0-0","s15","img/Slide09.png",""
"1374","70","single-stim","18","19","2612169","0-0","s15","img/Slide13.png",""
"942","74","single-stim","19","20","2613513","0-0","s15","img/Slide22.png",""
"1134","70","single-stim","20","21","2615049","0-0","s15","img/Slide29.png",""
"1038","70","single-stim","21","22","2616489","0-0","s15","img/Slide08.png",""
"822","70","single-stim","22","23","2617713","0-0","s15","img/Slide28.png",""
"758","74","single-stim","23","24","2618872","0-0","s15","img/Slide25.png",""
"991","74","single-stim","24","25","2620265","0-0","s15","img/Slide23.png",""
"959","70","single-stim","25","26","2621625","0-0","s15","img/Slide14.png",""
"702","74","single-stim","26","27","2622729","0-0","s15","img/Slide24.png",""
