"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"2443583","32","text","0","0","2443586","0-0","s23","",""
"3912","70","single-stim","0","1","2448504","0-0","s23","img/Slide04.png",""
"5181","74","single-stim","1","2","2454088","0-0","s23","img/Slide13.png",""
"1734","74","single-stim","2","3","2456223","0-0","s23","img/Slide23.png",""
"3630","70","single-stim","3","4","2460255","0-0","s23","img/Slide27.png",""
"3807","74","single-stim","4","5","2464463","0-0","s23","img/Slide24.png",""
"7302","74","single-stim","5","6","2472167","0-0","s23","img/Slide14.png",""
"6846","74","single-stim","6","7","2479414","0-0","s23","img/Slide14.png",""
"1622","74","single-stim","7","8","2481438","0-0","s23","img/Slide24.png",""
"1046","74","single-stim","8","9","2482886","0-0","s23","img/Slide22.png",""
"-1","-1","single-stim","9","10","2493289","0-0","s23","img/Slide08.png",""
"4867","70","single-stim","10","11","2498558","0-0","s23","img/Slide04.png",""
"1551","70","single-stim","11","12","2500510","0-0","s23","img/Slide05.png",""
"1398","74","single-stim","12","13","2502310","0-0","s23","img/Slide20.png",""
"3365","74","single-stim","13","14","2506077","0-0","s23","img/Slide07.png",""
"3286","74","single-stim","14","15","2509765","0-0","s23","img/Slide09.png",""
"1710","70","single-stim","15","16","2511877","0-0","s23","img/Slide02.png",""
"1175","74","single-stim","16","17","2513453","0-0","s23","img/Slide20.png",""
"1446","74","single-stim","17","18","2515301","0-0","s23","img/Slide23.png",""
"1366","70","single-stim","18","19","2517069","0-0","s23","img/Slide30.png",""
"1654","74","single-stim","19","20","2519125","0-0","s23","img/Slide22.png",""
"958","74","single-stim","20","21","2520485","0-0","s23","img/Slide22.png",""
"1470","74","single-stim","21","22","2522357","0-0","s23","img/Slide17.png",""
"1686","70","single-stim","22","23","2524445","0-0","s23","img/Slide02.png",""
"1575","70","single-stim","23","24","2526421","0-0","s23","img/Slide03.png",""
"1358","74","single-stim","24","25","2528181","0-0","s23","img/Slide20.png",""
"1462","74","single-stim","25","26","2530045","0-0","s23","img/Slide09.png",""
"1935","74","single-stim","26","27","2532381","0-0","s23","img/Slide17.png",""
"1142","74","single-stim","27","28","2533925","0-0","s23","img/Slide19.png",""
"1414","70","single-stim","28","29","2535741","0-0","s23","img/Slide28.png",""
"2094","70","single-stim","29","30","2538236","0-0","s23","img/Slide09.png",""
"1990","74","single-stim","30","31","2540628","0-0","s23","img/Slide15.png",""
"2151","74","single-stim","31","32","2543180","0-0","s23","img/Slide14.png",""
"2614","74","single-stim","32","33","2546196","0-0","s23","img/Slide10.png",""
"1046","74","single-stim","33","34","2547644","0-0","s23","img/Slide17.png",""
"998","74","single-stim","34","35","2549044","0-0","s23","img/Slide25.png",""
"1054","70","single-stim","35","36","2550500","0-0","s23","img/Slide05.png",""
"1342","74","single-stim","36","37","2552244","0-0","s23","img/Slide13.png",""
"1583","70","single-stim","37","38","2554228","0-0","s23","img/Slide30.png",""
"782","74","single-stim","38","39","2555412","0-0","s23","img/Slide22.png",""
"4430","70","single-stim","39","40","2560244","0-0","s23","img/Slide04.png",""
"991","74","single-stim","40","41","2561636","0-0","s23","img/Slide24.png",""
"5414","74","single-stim","41","42","2567451","0-0","s23","img/Slide10.png",""
"4294","70","single-stim","42","43","2572147","0-0","s23","img/Slide28.png",""
"1069","74","single-stim","43","44","2573619","0-0","s23","img/Slide08.png",""
"2078","70","single-stim","44","45","2576099","0-0","s23","img/Slide04.png",""
"3382","74","single-stim","45","46","2579883","0-0","s23","img/Slide18.png",""
"-1","-1","single-stim","46","47","2590286","0-0","s23","img/Slide15.png",""
"2515","70","single-stim","47","48","2593203","0-0","s23","img/Slide03.png",""
"1768","70","single-stim","48","49","2595371","0-0","s23","img/Slide27.png",""
"2575","70","single-stim","49","50","2598347","0-0","s23","img/Slide13.png",""
"1029","74","single-stim","50","51","2599778","0-0","s23","img/Slide18.png",""
"702","74","single-stim","51","52","2600882","0-0","s23","img/Slide23.png",""
"791","74","single-stim","52","53","2602074","0-0","s23","img/Slide18.png",""
"3790","74","single-stim","53","54","2606266","0-0","s23","img/Slide20.png",""
"5030","74","single-stim","54","55","2611698","0-0","s23","img/Slide08.png",""
"1062","70","single-stim","55","56","2613162","0-0","s23","img/Slide03.png",""
"1822","70","single-stim","56","57","2615386","0-0","s23","img/Slide27.png",""
"2031","70","single-stim","57","58","2617818","0-0","s23","img/Slide29.png",""
"1423","74","single-stim","58","59","2619642","0-0","s23","img/Slide14.png",""
"2303","70","single-stim","59","60","2622346","0-0","s23","img/Slide07.png",""
"2919","70","single-stim","60","61","2625666","0-0","s23","img/Slide15.png",""
"1038","70","single-stim","61","62","2627106","0-0","s23","img/Slide02.png",""
"1926","74","single-stim","62","63","2629433","0-0","s23","img/Slide09.png",""
"1038","70","single-stim","63","64","2630873","0-0","s23","img/Slide02.png",""
"966","74","single-stim","64","65","2632241","0-0","s23","img/Slide22.png",""
"1254","70","single-stim","65","66","2633898","0-0","s23","img/Slide27.png",""
"1166","70","single-stim","66","67","2635465","0-0","s23","img/Slide29.png",""
"1398","74","single-stim","67","68","2637265","0-0","s23","img/Slide07.png",""
"3222","70","single-stim","68","69","2640889","0-0","s23","img/Slide28.png",""
"1255","74","single-stim","69","70","2642545","0-0","s23","img/Slide08.png",""
"2038","74","single-stim","70","71","2644985","0-0","s23","img/Slide08.png",""
"1886","70","single-stim","71","72","2647273","0-0","s23","img/Slide29.png",""
"1887","70","single-stim","72","73","2649561","0-0","s23","img/Slide03.png",""
"1991","70","single-stim","73","74","2651953","0-0","s23","img/Slide05.png",""
"1663","70","single-stim","74","75","2654017","0-0","s23","img/Slide24.png",""
"1294","70","single-stim","75","76","2655713","0-0","s23","img/Slide12.png",""
"2126","70","single-stim","76","77","2658240","0-0","s23","img/Slide09.png",""
"926","70","single-stim","77","78","2659568","0-0","s23","img/Slide30.png",""
"734","74","single-stim","78","79","2660704","0-0","s23","img/Slide25.png",""
"878","74","single-stim","79","80","2661984","0-0","s23","img/Slide13.png",""
"1174","70","single-stim","80","81","2663560","0-0","s23","img/Slide02.png",""
"1326","70","single-stim","81","82","2665288","0-0","s23","img/Slide28.png",""
"966","74","single-stim","82","83","2666656","0-0","s23","img/Slide07.png",""
"734","74","single-stim","83","84","2667792","0-0","s23","img/Slide24.png",""
"814","70","single-stim","84","85","2669008","0-0","s23","img/Slide03.png",""
"1046","74","single-stim","85","86","2670456","0-0","s23","img/Slide10.png",""
"742","74","single-stim","86","87","2671600","0-0","s23","img/Slide19.png",""
"670","74","single-stim","87","88","2672672","0-0","s23","img/Slide12.png",""
"1062","70","single-stim","88","89","2674136","0-0","s23","img/Slide04.png",""
"814","74","single-stim","89","90","2675352","0-0","s23","img/Slide18.png",""
"1591","70","single-stim","90","91","2677344","0-0","s23","img/Slide30.png",""
"758","74","single-stim","91","92","2678504","0-0","s23","img/Slide23.png",""
"1319","74","single-stim","92","93","2680224","0-0","s23","img/Slide20.png",""
"1615","74","single-stim","93","94","2682240","0-0","s23","img/Slide12.png",""
"1558","74","single-stim","94","95","2684199","0-0","s23","img/Slide12.png",""
"887","70","single-stim","95","96","2685488","0-0","s23","img/Slide30.png",""
"1023","74","single-stim","96","97","2686912","0-0","s23","img/Slide07.png",""
"1126","74","single-stim","97","98","2688439","0-0","s23","img/Slide19.png",""
"3502","74","single-stim","98","99","2692344","0-0","s23","img/Slide14.png",""
"1646","70","single-stim","99","100","2694391","0-0","s23","img/Slide05.png",""
"5302","74","single-stim","100","101","2700095","0-0","s23","img/Slide18.png",""
"3102","74","single-stim","101","102","2703599","0-0","s23","img/Slide12.png",""
"942","74","single-stim","102","103","2704943","0-0","s23","img/Slide25.png",""
"966","74","single-stim","103","104","2706311","0-0","s23","img/Slide23.png",""
"1926","70","single-stim","104","105","2708639","0-0","s23","img/Slide28.png",""
"1950","74","single-stim","105","106","2710991","0-0","s23","img/Slide10.png",""
"1431","70","single-stim","106","107","2712823","0-0","s23","img/Slide29.png",""
"1430","70","single-stim","107","108","2714655","0-0","s23","img/Slide05.png",""
"1270","74","single-stim","108","109","2716327","0-0","s23","img/Slide25.png",""
"1358","74","single-stim","109","110","2718086","0-0","s23","img/Slide17.png",""
"2614","74","single-stim","110","111","2721102","0-0","s23","img/Slide15.png",""
"1862","70","single-stim","111","112","2723366","0-0","s23","img/Slide27.png",""
"8102","74","single-stim","112","113","2731870","0-0","s23","img/Slide13.png",""
"1910","74","single-stim","113","114","2734182","0-0","s23","img/Slide10.png",""
