"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"590609","70","text","0","0","590612","0-0","s24","",""
"2257","70","single-stim","0","1","593874","0-0","s24","img/Slide29.png",""
"2372","70","single-stim","1","2","596650","0-0","s24","img/Slide08.png",""
"2142","70","single-stim","2","3","599193","0-0","s24","img/Slide03.png",""
"1486","74","single-stim","3","4","601081","0-0","s24","img/Slide23.png",""
"2374","70","single-stim","4","5","603857","0-0","s24","img/Slide08.png",""
"1686","70","single-stim","5","6","605945","0-0","s24","img/Slide05.png",""
"1998","70","single-stim","6","7","608345","0-0","s24","img/Slide04.png",""
"1350","74","single-stim","7","8","610097","0-0","s24","img/Slide25.png",""
"1590","70","single-stim","8","9","612089","0-0","s24","img/Slide03.png",""
"1254","74","single-stim","9","10","613745","0-0","s24","img/Slide19.png",""
"1271","70","single-stim","10","11","615417","0-0","s24","img/Slide09.png",""
"1431","70","single-stim","11","12","617249","0-0","s24","img/Slide28.png",""
"1143","74","single-stim","12","13","618793","0-0","s24","img/Slide20.png",""
"1198","74","single-stim","13","14","620393","0-0","s24","img/Slide25.png",""
"1486","70","single-stim","14","15","622280","0-0","s24","img/Slide15.png",""
"1510","74","single-stim","15","16","624192","0-0","s24","img/Slide20.png",""
"1198","74","single-stim","16","17","625792","0-0","s24","img/Slide19.png",""
"1022","70","single-stim","17","18","627216","0-0","s24","img/Slide09.png",""
"1198","70","single-stim","18","19","628816","0-0","s24","img/Slide05.png",""
"1390","74","single-stim","19","20","630608","0-0","s24","img/Slide18.png",""
"1246","74","single-stim","20","21","632256","0-0","s24","img/Slide19.png",""
"1158","70","single-stim","21","22","633816","0-0","s24","img/Slide28.png",""
"1302","70","single-stim","22","23","635520","0-0","s24","img/Slide07.png",""
"1998","74","single-stim","23","24","637920","0-0","s24","img/Slide18.png",""
"1694","70","single-stim","24","25","640016","0-0","s24","img/Slide09.png",""
"1462","70","single-stim","25","26","641880","0-0","s24","img/Slide02.png",""
"1310","70","single-stim","26","27","643592","0-0","s24","img/Slide29.png",""
"3566","70","single-stim","27","28","647560","0-0","s24","img/Slide09.png",""
"2574","70","single-stim","28","29","650536","0-0","s24","img/Slide04.png",""
"2982","74","single-stim","29","30","653919","0-0","s24","img/Slide12.png",""
"2542","70","single-stim","30","31","656863","0-0","s24","img/Slide28.png",""
"3015","74","single-stim","31","32","660279","0-0","s24","img/Slide09.png",""
"2150","70","single-stim","32","33","662832","0-0","s24","img/Slide14.png",""
"1134","70","single-stim","33","34","664367","0-0","s24","img/Slide29.png",""
"1134","74","single-stim","34","35","665903","0-0","s24","img/Slide19.png",""
"1854","70","single-stim","35","36","668159","0-0","s24","img/Slide30.png",""
"2903","74","single-stim","36","37","671463","0-0","s24","img/Slide20.png",""
"2302","70","single-stim","37","38","674167","0-0","s24","img/Slide13.png",""
"1591","70","single-stim","38","39","676159","0-0","s24","img/Slide02.png",""
"1143","74","single-stim","39","40","677703","0-0","s24","img/Slide22.png",""
"2711","74","single-stim","40","41","680814","0-0","s24","img/Slide07.png",""
"902","70","single-stim","41","42","682119","0-0","s24","img/Slide15.png",""
"2398","70","single-stim","42","43","684918","0-0","s24","img/Slide03.png",""
"1222","70","single-stim","43","44","686543","0-0","s24","img/Slide15.png",""
"1702","74","single-stim","44","45","688646","0-0","s24","img/Slide24.png",""
"710","70","single-stim","45","46","689758","0-0","s24","img/Slide14.png",""
"1350","74","single-stim","46","47","691510","0-0","s24","img/Slide18.png",""
"934","74","single-stim","47","48","692846","0-0","s24","img/Slide24.png",""
"1006","74","single-stim","48","49","694254","0-0","s24","img/Slide25.png",""
"982","74","single-stim","49","50","695638","0-0","s24","img/Slide24.png",""
"1046","70","single-stim","50","51","697086","0-0","s24","img/Slide02.png",""
"2991","70","single-stim","51","52","700478","0-0","s24","img/Slide10.png",""
"1102","74","single-stim","52","53","701982","0-0","s24","img/Slide20.png",""
"1038","70","single-stim","53","54","703422","0-0","s24","img/Slide10.png",""
"855","74","single-stim","54","55","704678","0-0","s24","img/Slide22.png",""
"1616","70","single-stim","55","56","706694","0-0","s24","img/Slide07.png",""
"1054","70","single-stim","56","57","708150","0-0","s24","img/Slide27.png",""
"1342","74","single-stim","57","58","709894","0-0","s24","img/Slide23.png",""
"1231","70","single-stim","58","59","711525","0-0","s24","img/Slide02.png",""
"1478","74","single-stim","59","60","713405","0-0","s24","img/Slide18.png",""
"1350","74","single-stim","60","61","715157","0-0","s24","img/Slide24.png",""
"1446","70","single-stim","61","62","717005","0-0","s24","img/Slide19.png",""
"1246","70","single-stim","62","63","718653","0-0","s24","img/Slide05.png",""
"918","70","single-stim","63","64","719973","0-0","s24","img/Slide27.png",""
"967","70","single-stim","64","65","721342","0-0","s24","img/Slide28.png",""
"2189","74","single-stim","65","66","723933","0-0","s24","img/Slide17.png",""
"1070","70","single-stim","66","67","725405","0-0","s24","img/Slide04.png",""
"814","74","single-stim","67","68","726621","0-0","s24","img/Slide24.png",""
"1254","70","single-stim","68","69","728277","0-0","s24","img/Slide15.png",""
"1678","70","single-stim","69","70","730357","0-0","s24","img/Slide10.png",""
"910","74","single-stim","70","71","731669","0-0","s24","img/Slide22.png",""
"934","70","single-stim","71","72","733005","0-0","s24","img/Slide10.png",""
"975","70","single-stim","72","73","734381","0-0","s24","img/Slide05.png",""
"1080","70","single-stim","73","74","735861","0-0","s24","img/Slide08.png",""
"927","74","single-stim","74","75","737189","0-0","s24","img/Slide17.png",""
"822","70","single-stim","75","76","738413","0-0","s24","img/Slide02.png",""
