"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"2493631","32","text","0","0","2493634","0-0","s10","",""
"1538","70","single-stim","0","1","2496176","0-0","s10","img/Slide30.png",""
"2141","74","single-stim","1","2","2498720","0-0","s10","img/Slide18.png",""
"1061","70","single-stim","2","3","2500183","0-0","s10","img/Slide27.png",""
"1766","74","single-stim","3","4","2502351","0-0","s10","img/Slide25.png",""
"1254","70","single-stim","4","5","2504007","0-0","s10","img/Slide15.png",""
"1263","74","single-stim","5","6","2505671","0-0","s10","img/Slide18.png",""
"1646","74","single-stim","6","7","2507719","0-0","s10","img/Slide09.png",""
"943","70","single-stim","7","8","2509063","0-0","s10","img/Slide15.png",""
"1062","74","single-stim","8","9","2510527","0-0","s10","img/Slide25.png",""
"1886","70","single-stim","9","10","2512815","0-0","s10","img/Slide03.png",""
"1934","70","single-stim","10","11","2515151","0-0","s10","img/Slide09.png",""
"678","70","single-stim","11","12","2516231","0-0","s10","img/Slide27.png",""
"1078","70","single-stim","12","13","2517711","0-0","s10","img/Slide07.png",""
"766","70","single-stim","13","14","2518879","0-0","s10","img/Slide04.png",""
"942","70","single-stim","14","15","2520223","0-0","s10","img/Slide20.png",""
"1319","74","single-stim","15","16","2521943","0-0","s10","img/Slide22.png",""
"782","70","single-stim","16","17","2523127","0-0","s10","img/Slide03.png",""
"1007","70","single-stim","17","18","2524535","0-0","s10","img/Slide12.png",""
"1798","70","single-stim","18","19","2526735","0-0","s10","img/Slide18.png",""
"2038","70","single-stim","19","20","2529175","0-0","s10","img/Slide08.png",""
"582","74","single-stim","20","21","2530159","0-0","s10","img/Slide23.png",""
"749","70","single-stim","21","22","2531311","0-0","s10","img/Slide05.png",""
"709","70","single-stim","22","23","2532423","0-0","s10","img/Slide08.png",""
"486","74","single-stim","23","24","2533310","0-0","s10","img/Slide20.png",""
"918","74","single-stim","24","25","2534631","0-0","s10","img/Slide24.png",""
"1071","74","single-stim","25","26","2536102","0-0","s10","img/Slide24.png",""
"1086","70","single-stim","26","27","2537590","0-0","s10","img/Slide14.png",""
"718","70","single-stim","27","28","2538710","0-0","s10","img/Slide02.png",""
"534","74","single-stim","28","29","2539646","0-0","s10","img/Slide22.png",""
"598","74","single-stim","29","30","2540646","0-0","s10","img/Slide22.png",""
"518","74","single-stim","30","31","2541566","0-0","s10","img/Slide24.png",""
"1207","74","single-stim","31","32","2543174","0-0","s10","img/Slide18.png",""
"686","74","single-stim","32","33","2544262","0-0","s10","img/Slide14.png",""
"766","70","single-stim","33","34","2545430","0-0","s10","img/Slide04.png",""
"1614","74","single-stim","34","35","2547446","0-0","s10","img/Slide22.png",""
"678","70","single-stim","35","36","2548526","0-0","s10","img/Slide15.png",""
"814","74","single-stim","36","37","2549742","0-0","s10","img/Slide17.png",""
"1534","70","single-stim","37","38","2551678","0-0","s10","img/Slide09.png",""
"1246","70","single-stim","38","39","2553326","0-0","s10","img/Slide08.png",""
"1782","74","single-stim","39","40","2555510","0-0","s10","img/Slide24.png",""
"1575","70","single-stim","40","41","2557486","0-0","s10","img/Slide03.png",""
"1135","70","single-stim","41","42","2559022","0-0","s10","img/Slide14.png",""
"631","70","single-stim","42","43","2560054","0-0","s10","img/Slide04.png",""
"678","70","single-stim","43","44","2561134","0-0","s10","img/Slide27.png",""
"885","70","single-stim","44","45","2562422","0-0","s10","img/Slide13.png",""
"958","70","single-stim","45","46","2563782","0-0","s10","img/Slide14.png",""
"726","70","single-stim","46","47","2564909","0-0","s10","img/Slide18.png",""
"846","74","single-stim","47","48","2566157","0-0","s10","img/Slide17.png",""
"710","74","single-stim","48","49","2567269","0-0","s10","img/Slide19.png",""
"678","70","single-stim","49","50","2568349","0-0","s10","img/Slide09.png",""
"662","70","single-stim","50","51","2569413","0-0","s10","img/Slide12.png",""
"662","70","single-stim","51","52","2570477","0-0","s10","img/Slide29.png",""
"678","70","single-stim","52","53","2571557","0-0","s10","img/Slide08.png",""
"870","70","single-stim","53","54","2572829","0-0","s10","img/Slide07.png",""
"566","70","single-stim","54","55","2573797","0-0","s10","img/Slide10.png",""
"454","70","single-stim","55","56","2574653","0-0","s10","img/Slide29.png",""
"638","70","single-stim","56","57","2575693","0-0","s10","img/Slide28.png",""
"542","70","single-stim","57","58","2576637","0-0","s10","img/Slide28.png",""
"1846","70","single-stim","58","59","2578885","0-0","s10","img/Slide13.png",""
"774","74","single-stim","59","60","2580061","0-0","s10","img/Slide25.png",""
"470","70","single-stim","60","61","2580933","0-0","s10","img/Slide27.png",""
"630","70","single-stim","61","62","2581965","0-0","s10","img/Slide10.png",""
"566","70","single-stim","62","63","2582933","0-0","s10","img/Slide08.png",""
"454","70","single-stim","63","64","2583789","0-0","s10","img/Slide05.png",""
"1070","74","single-stim","64","65","2585261","0-0","s10","img/Slide17.png",""
