"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"1155452","32","text","0","0","1155456","0-0","s02","",""
"3746","70","single-stim","0","1","1160222","0-0","s02","img/Slide30.png",""
"1638","74","single-stim","1","2","1162261","0-0","s02","img/Slide24.png",""
"1222","74","single-stim","2","3","1163885","0-0","s02","img/Slide24.png",""
"1263","70","single-stim","3","4","1165549","0-0","s02","img/Slide03.png",""
"1063","70","single-stim","4","5","1167013","0-0","s02","img/Slide14.png",""
"1039","70","single-stim","5","6","1168453","0-0","s02","img/Slide04.png",""
"2366","70","single-stim","6","7","1171221","0-0","s02","img/Slide09.png",""
"1270","70","single-stim","7","8","1172892","0-0","s02","img/Slide29.png",""
"1143","70","single-stim","8","9","1174452","0-0","s02","img/Slide08.png",""
"1316","70","single-stim","9","10","1176172","0-0","s02","img/Slide05.png",""
"1086","70","single-stim","10","11","1177660","0-0","s02","img/Slide09.png",""
"1062","70","single-stim","11","12","1179124","0-0","s02","img/Slide10.png",""
"1214","74","single-stim","12","13","1180740","0-0","s02","img/Slide17.png",""
"1286","70","single-stim","13","14","1182428","0-0","s02","img/Slide28.png",""
"870","70","single-stim","14","15","1183700","0-0","s02","img/Slide14.png",""
"1846","74","single-stim","15","16","1185948","0-0","s02","img/Slide22.png",""
"822","70","single-stim","16","17","1187172","0-0","s02","img/Slide28.png",""
"870","74","single-stim","17","18","1188444","0-0","s02","img/Slide20.png",""
"1182","70","single-stim","18","19","1190028","0-0","s02","img/Slide15.png",""
"774","70","single-stim","19","20","1191204","0-0","s02","img/Slide05.png",""
"902","74","single-stim","20","21","1192540","0-0","s02","img/Slide20.png",""
"774","70","single-stim","21","22","1193719","0-0","s02","img/Slide29.png",""
"788","70","single-stim","22","23","1194908","0-0","s02","img/Slide04.png",""
"782","70","single-stim","23","24","1196092","0-0","s02","img/Slide07.png",""
"918","74","single-stim","24","25","1197412","0-0","s02","img/Slide24.png",""
"662","70","single-stim","25","26","1198476","0-0","s02","img/Slide14.png",""
"950","70","single-stim","26","27","1199828","0-0","s02","img/Slide07.png",""
"711","70","single-stim","27","28","1200940","0-0","s02","img/Slide15.png",""
"950","70","single-stim","28","29","1202292","0-0","s02","img/Slide08.png",""
"774","70","single-stim","29","30","1203468","0-0","s02","img/Slide02.png",""
"871","74","single-stim","30","31","1204740","0-0","s02","img/Slide23.png",""
"886","74","single-stim","31","32","1206027","0-0","s02","img/Slide18.png",""
"679","74","single-stim","32","33","1207107","0-0","s02","img/Slide24.png",""
"1415","70","single-stim","33","34","1208923","0-0","s02","img/Slide13.png",""
"822","70","single-stim","34","35","1210147","0-0","s02","img/Slide03.png",""
"982","70","single-stim","35","36","1211531","0-0","s02","img/Slide07.png",""
"726","74","single-stim","36","37","1212659","0-0","s02","img/Slide17.png",""
"758","70","single-stim","37","38","1213819","0-0","s02","img/Slide02.png",""
"1966","70","single-stim","38","39","1216187","0-0","s02","img/Slide07.png",""
"967","70","single-stim","39","40","1217555","0-0","s02","img/Slide13.png",""
"1022","74","single-stim","40","41","1218979","0-0","s02","img/Slide17.png",""
"1222","74","single-stim","41","42","1220603","0-0","s02","img/Slide20.png",""
"831","70","single-stim","42","43","1221835","0-0","s02","img/Slide10.png",""
"1006","70","single-stim","43","44","1223243","0-0","s02","img/Slide13.png",""
"758","70","single-stim","44","45","1224403","0-0","s02","img/Slide15.png",""
"854","74","single-stim","45","46","1225659","0-0","s02","img/Slide20.png",""
"607","74","single-stim","46","47","1226667","0-0","s02","img/Slide22.png",""
"775","74","single-stim","47","48","1227843","0-0","s02","img/Slide25.png",""
"735","70","single-stim","48","49","1228979","0-0","s02","img/Slide27.png",""
"1014","74","single-stim","49","50","1230395","0-0","s02","img/Slide23.png",""
"805","70","single-stim","50","51","1231603","0-0","s02","img/Slide15.png",""
"726","70","single-stim","51","52","1232730","0-0","s02","img/Slide05.png",""
"614","74","single-stim","52","53","1233746","0-0","s02","img/Slide22.png",""
"806","74","single-stim","53","54","1234954","0-0","s02","img/Slide25.png",""
"790","70","single-stim","54","55","1236146","0-0","s02","img/Slide13.png",""
"750","70","single-stim","55","56","1237298","0-0","s02","img/Slide12.png",""
"686","70","single-stim","56","57","1238386","0-0","s02","img/Slide03.png",""
"583","74","single-stim","57","58","1239370","0-0","s02","img/Slide22.png",""
"719","70","single-stim","58","59","1240490","0-0","s02","img/Slide18.png",""
"967","70","single-stim","59","60","1241858","0-0","s02","img/Slide12.png",""
"758","70","single-stim","60","61","1243018","0-0","s02","img/Slide03.png",""
"766","70","single-stim","61","62","1244186","0-0","s02","img/Slide29.png",""
"574","74","single-stim","62","63","1245162","0-0","s02","img/Slide22.png",""
"774","74","single-stim","63","64","1246338","0-0","s02","img/Slide19.png",""
"830","74","single-stim","64","65","1247589","0-0","s02","img/Slide25.png",""
"699","74","single-stim","65","66","1248690","0-0","s02","img/Slide23.png",""
"638","70","single-stim","66","67","1249730","0-0","s02","img/Slide09.png",""
"598","70","single-stim","67","68","1250730","0-0","s02","img/Slide28.png",""
"679","70","single-stim","68","69","1251810","0-0","s02","img/Slide10.png",""
"695","70","single-stim","69","70","1252906","0-0","s02","img/Slide15.png",""
"606","70","single-stim","70","71","1253914","0-0","s02","img/Slide28.png",""
"694","70","single-stim","71","72","1255010","0-0","s02","img/Slide05.png",""
"726","70","single-stim","72","73","1256138","0-0","s02","img/Slide14.png",""
"566","70","single-stim","73","74","1257106","0-0","s02","img/Slide14.png",""
"975","70","single-stim","74","75","1258482","0-0","s02","img/Slide12.png",""
"534","74","single-stim","75","76","1259418","0-0","s02","img/Slide25.png",""
"727","70","single-stim","76","77","1260546","0-0","s02","img/Slide28.png",""
"743","70","single-stim","77","78","1261690","0-0","s02","img/Slide30.png",""
"630","70","single-stim","78","79","1262722","0-0","s02","img/Slide02.png",""
"878","74","single-stim","79","80","1264001","0-0","s02","img/Slide18.png",""
"718","74","single-stim","80","81","1265121","0-0","s02","img/Slide17.png",""
"742","74","single-stim","81","82","1266265","0-0","s02","img/Slide20.png",""
"710","70","single-stim","82","83","1267377","0-0","s02","img/Slide29.png",""
"726","70","single-stim","83","84","1268505","0-0","s02","img/Slide05.png",""
"918","74","single-stim","84","85","1269825","0-0","s02","img/Slide19.png",""
"758","74","single-stim","85","86","1270985","0-0","s02","img/Slide18.png",""
"702","70","single-stim","86","87","1272089","0-0","s02","img/Slide30.png",""
"598","70","single-stim","87","88","1273089","0-0","s02","img/Slide04.png",""
"734","70","single-stim","88","89","1274225","0-0","s02","img/Slide10.png",""
"2030","70","single-stim","89","90","1276657","0-0","s02","img/Slide07.png",""
"974","70","single-stim","90","91","1278033","0-0","s02","img/Slide03.png",""
"726","74","single-stim","91","92","1279161","0-0","s02","img/Slide23.png",""
"582","74","single-stim","92","93","1280145","0-0","s02","img/Slide17.png",""
"654","70","single-stim","93","94","1281201","0-0","s02","img/Slide04.png",""
"774","74","single-stim","94","95","1282377","0-0","s02","img/Slide23.png",""
"678","70","single-stim","95","96","1283457","0-0","s02","img/Slide02.png",""
"687","70","single-stim","96","97","1284545","0-0","s02","img/Slide30.png",""
"591","70","single-stim","97","98","1285537","0-0","s02","img/Slide04.png",""
"751","70","single-stim","98","99","1286689","0-0","s02","img/Slide09.png",""
"630","74","single-stim","99","100","1287721","0-0","s02","img/Slide25.png",""
"662","70","single-stim","100","101","1288785","0-0","s02","img/Slide02.png",""
"814","70","single-stim","101","102","1290001","0-0","s02","img/Slide12.png",""
"598","70","single-stim","102","103","1291001","0-0","s02","img/Slide27.png",""
"582","74","single-stim","103","104","1291985","0-0","s02","img/Slide30.png",""
"742","70","single-stim","104","105","1293129","0-0","s02","img/Slide08.png",""
"903","74","single-stim","105","106","1294432","0-0","s02","img/Slide18.png",""
"958","70","single-stim","106","107","1295793","0-0","s02","img/Slide08.png",""
"574","70","single-stim","107","108","1296769","0-0","s02","img/Slide27.png",""
"750","74","single-stim","108","109","1297920","0-0","s02","img/Slide19.png",""
"678","70","single-stim","109","110","1299000","0-0","s02","img/Slide27.png",""
"750","70","single-stim","110","111","1300152","0-0","s02","img/Slide29.png",""
"599","70","single-stim","111","112","1301152","0-0","s02","img/Slide27.png",""
"822","70","single-stim","112","113","1302376","0-0","s02","img/Slide08.png",""
"614","70","single-stim","113","114","1303392","0-0","s02","img/Slide12.png",""
"799","74","single-stim","114","115","1304592","0-0","s02","img/Slide19.png",""
"662","70","single-stim","115","116","1305656","0-0","s02","img/Slide10.png",""
"1094","74","single-stim","116","117","1307152","0-0","s02","img/Slide13.png",""
"1190","74","single-stim","117","118","1308744","0-0","s02","img/Slide19.png",""
"750","70","single-stim","118","119","1309896","0-0","s02","img/Slide09.png",""
"790","74","single-stim","119","120","1311088","0-0","s02","img/Slide24.png",""
"65658","","survey-text","0","121","1377185","0-0","s02","","{""Q0"":""Some of them I couldn't tell if the red dots were bigger or the same size."",""Q1"":""There were more red dots, or there were a succession of pictures with more/bigger red dots."",""Q2"":""""}"
"17659","49","single-stim","0","122","1395845","0-0","s02","<p style=""font-size:30px; text-align:center"">Thanks for participating!</p>",""
