"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject","stimulus","responses"
"2611312","32","text","0","0","2611315","0-0","s13","",""
"4424","74","single-stim","0","1","2616745","0-0","s13","img/Slide22.png",""
"3205","70","single-stim","1","2","2620353","0-0","s13","img/Slide15.png",""
"2134","74","single-stim","2","3","2622888","0-0","s13","img/Slide18.png",""
"1886","74","single-stim","3","4","2625176","0-0","s13","img/Slide24.png",""
"2047","70","single-stim","4","5","2627624","0-0","s13","img/Slide09.png",""
"1439","70","single-stim","5","6","2629464","0-0","s13","img/Slide04.png",""
"1558","74","single-stim","6","7","2631424","0-0","s13","img/Slide19.png",""
"1430","70","single-stim","7","8","2633256","0-0","s13","img/Slide03.png",""
"1335","70","single-stim","8","9","2634992","0-0","s13","img/Slide04.png",""
"2494","70","single-stim","9","10","2637888","0-0","s13","img/Slide30.png",""
"1614","70","single-stim","10","11","2639903","0-0","s13","img/Slide13.png",""
"1398","70","single-stim","11","12","2641703","0-0","s13","img/Slide27.png",""
"1134","74","single-stim","12","13","2643240","0-0","s13","img/Slide22.png",""
"926","70","single-stim","13","14","2644567","0-0","s13","img/Slide02.png",""
"4926","74","single-stim","14","15","2649895","0-0","s13","img/Slide08.png",""
"1038","70","single-stim","15","16","2651335","0-0","s13","img/Slide27.png",""
"1038","70","single-stim","16","17","2652775","0-0","s13","img/Slide12.png",""
"1902","74","single-stim","17","18","2655079","0-0","s13","img/Slide25.png",""
"1918","74","single-stim","18","19","2657399","0-0","s13","img/Slide17.png",""
"630","70","single-stim","19","20","2658431","0-0","s13","img/Slide02.png",""
"2070","70","single-stim","20","21","2660903","0-0","s13","img/Slide29.png",""
"1070","74","single-stim","21","22","2662375","0-0","s13","img/Slide19.png",""
"1310","70","single-stim","22","23","2664087","0-0","s13","img/Slide07.png",""
"1759","70","single-stim","23","24","2666247","0-0","s13","img/Slide13.png",""
"1935","70","single-stim","24","25","2668583","0-0","s13","img/Slide28.png",""
"1230","70","single-stim","25","26","2670215","0-0","s13","img/Slide15.png",""
"1190","70","single-stim","26","27","2671807","0-0","s13","img/Slide14.png",""
"1510","70","single-stim","27","28","2673718","0-0","s13","img/Slide14.png",""
"942","70","single-stim","28","29","2675062","0-0","s13","img/Slide04.png",""
"1167","70","single-stim","29","30","2676630","0-0","s13","img/Slide15.png",""
"1014","74","single-stim","30","31","2678046","0-0","s13","img/Slide19.png",""
"1142","70","single-stim","31","32","2679590","0-0","s13","img/Slide29.png",""
"926","74","single-stim","32","33","2680918","0-0","s13","img/Slide23.png",""
"1022","70","single-stim","33","34","2682342","0-0","s13","img/Slide10.png",""
"1566","74","single-stim","34","35","2684310","0-0","s13","img/Slide20.png",""
"950","70","single-stim","35","36","2685662","0-0","s13","img/Slide14.png",""
"719","74","single-stim","36","37","2686782","0-0","s13","img/Slide23.png",""
"791","70","single-stim","37","38","2687974","0-0","s13","img/Slide28.png",""
"2310","70","single-stim","38","39","2690686","0-0","s13","img/Slide14.png",""
"3726","70","single-stim","39","40","2694814","0-0","s13","img/Slide07.png",""
"726","70","single-stim","40","41","2695942","0-0","s13","img/Slide02.png",""
"847","74","single-stim","41","42","2697190","0-0","s13","img/Slide20.png",""
"1207","70","single-stim","42","43","2698798","0-0","s13","img/Slide08.png",""
"775","74","single-stim","43","44","2699974","0-0","s13","img/Slide22.png",""
"1157","74","single-stim","44","45","2701534","0-0","s13","img/Slide22.png",""
"2870","70","single-stim","45","46","2704805","0-0","s13","img/Slide27.png",""
"998","70","single-stim","46","47","2706206","0-0","s13","img/Slide05.png",""
"1726","70","single-stim","47","48","2708333","0-0","s13","img/Slide13.png",""
"1174","74","single-stim","48","49","2709909","0-0","s13","img/Slide24.png",""
"926","70","single-stim","49","50","2711237","0-0","s13","img/Slide30.png",""
"1222","70","single-stim","50","51","2712861","0-0","s13","img/Slide29.png",""
"1254","70","single-stim","51","52","2714517","0-0","s13","img/Slide02.png",""
"1087","70","single-stim","52","53","2716005","0-0","s13","img/Slide15.png",""
"1270","70","single-stim","53","54","2717677","0-0","s13","img/Slide30.png",""
"958","70","single-stim","54","55","2719037","0-0","s13","img/Slide05.png",""
"1270","70","single-stim","55","56","2720709","0-0","s13","img/Slide04.png",""
"2127","70","single-stim","56","57","2723237","0-0","s13","img/Slide12.png",""
"2782","70","single-stim","57","58","2726421","0-0","s13","img/Slide14.png",""
"1375","74","single-stim","58","59","2728197","0-0","s13","img/Slide25.png",""
"2326","74","single-stim","59","60","2730925","0-0","s13","img/Slide23.png",""
"1958","74","single-stim","60","61","2733285","0-0","s13","img/Slide25.png",""
"871","74","single-stim","61","62","2734556","0-0","s13","img/Slide24.png",""
"1478","74","single-stim","62","63","2736436","0-0","s13","img/Slide17.png",""
"2759","70","single-stim","63","64","2739596","0-0","s13","img/Slide05.png",""
"2318","70","single-stim","64","65","2742317","0-0","s13","img/Slide13.png",""
"3597","70","single-stim","65","66","2746316","0-0","s13","img/Slide05.png",""
"1271","70","single-stim","66","67","2747988","0-0","s13","img/Slide09.png",""
"2270","70","single-stim","67","68","2750660","0-0","s13","img/Slide08.png",""
"2294","70","single-stim","68","69","2753356","0-0","s13","img/Slide28.png",""
"1582","74","single-stim","69","70","2755340","0-0","s13","img/Slide08.png",""
"2463","74","single-stim","70","71","2758204","0-0","s13","img/Slide18.png",""
"1510","70","single-stim","71","72","2760116","0-0","s13","img/Slide28.png",""
"1486","70","single-stim","72","73","2762004","0-0","s13","img/Slide12.png",""
"1270","74","single-stim","73","74","2763676","0-0","s13","img/Slide17.png",""
"2678","74","single-stim","74","75","2766755","0-0","s13","img/Slide20.png",""
"1350","74","single-stim","75","76","2768507","0-0","s13","img/Slide19.png",""
"1750","70","single-stim","76","77","2770659","0-0","s13","img/Slide07.png",""
"1606","70","single-stim","77","78","2772667","0-0","s13","img/Slide07.png",""
"806","74","single-stim","78","79","2773875","0-0","s13","img/Slide25.png",""
"758","70","single-stim","79","80","2775035","0-0","s13","img/Slide12.png",""
"638","74","single-stim","80","81","2776075","0-0","s13","img/Slide25.png",""
"846","70","single-stim","81","82","2777323","0-0","s13","img/Slide03.png",""
"1454","74","single-stim","82","83","2779179","0-0","s13","img/Slide24.png",""
"798","70","single-stim","83","84","2780379","0-0","s13","img/Slide28.png",""
"855","70","single-stim","84","85","2781635","0-0","s13","img/Slide30.png",""
"846","70","single-stim","85","86","2782883","0-0","s13","img/Slide03.png",""
"830","70","single-stim","86","87","2784115","0-0","s13","img/Slide02.png",""
"750","70","single-stim","87","88","2785267","0-0","s13","img/Slide03.png",""
"742","70","single-stim","88","89","2786411","0-0","s13","img/Slide27.png",""
"719","74","single-stim","89","90","2787531","0-0","s13","img/Slide18.png",""
"902","70","single-stim","90","91","2788835","0-0","s13","img/Slide29.png",""
"830","74","single-stim","91","92","2790067","0-0","s13","img/Slide17.png",""
"942","70","single-stim","92","93","2791411","0-0","s13","img/Slide19.png",""
"1007","70","single-stim","93","94","2792819","0-0","s13","img/Slide10.png",""
"1463","70","single-stim","94","95","2794683","0-0","s13","img/Slide08.png",""
